date,load,solar,wind
2012/4/12 8:00,6142,90,119
2012/4/12 9:00,6053,131,88
2012/4/12 10:00,5903,173,79
2012/4/12 11:00,5806,241,91
2012/4/12 12:00,5693,269,157
2012/4/12 13:00,5674,185,261
2012/4/12 14:00,5728,44,322
2012/4/12 15:00,6089,0,386
2012/4/12 16:00,6393,0,388
2012/4/12 17:00,6305,0,353
2012/4/12 18:00,6067,0,337
2012/4/12 19:00,5784,0,368
2012/4/12 20:00,5643,0,327
2012/4/12 21:00,5256,0,212
2012/4/12 22:00,4861,0,188
2012/4/12 23:00,4580,0,165
2012/4/13 0:00,4486,0,128
2012/4/13 1:00,4419,0,62
2012/4/13 2:00,4467,0,83
2012/4/13 3:00,4580,0,85
2012/4/13 4:00,5074,0,56
2012/4/13 5:00,5661,0,79
2012/4/13 6:00,6011,83,110
2012/4/13 7:00,6088,320,71
2012/4/13 8:00,5912,534,33
2012/4/13 9:00,5734,669,20
2012/4/13 10:00,5484,706,9
2012/4/13 11:00,5378,679,15
2012/4/13 12:00,5275,552,17
2012/4/13 13:00,5306,314,32
2012/4/13 14:00,5476,78,43
2012/4/13 15:00,5949,0,60
2012/4/13 16:00,6421,0,105
2012/4/13 17:00,6388,0,144
2012/4/13 18:00,6151,0,179
2012/4/13 19:00,5873,0,209
2012/4/13 20:00,5695,0,223
2012/4/13 21:00,5359,0,230
2012/4/13 22:00,4880,0,215
2012/4/13 23:00,4585,0,220
2012/4/14 0:00,4453,0,231
2012/4/14 1:00,4393,0,235
2012/4/14 2:00,4391,0,195
2012/4/14 3:00,4573,0,113
2012/4/14 4:00,5119,0,68
2012/4/14 5:00,5658,1,127
2012/4/14 6:00,5947,98,181
2012/4/14 7:00,6049,361,190
2012/4/14 8:00,5905,580,173
2012/4/14 9:00,5689,689,141
2012/4/14 10:00,5455,710,127
2012/4/14 11:00,5314,671,93
2012/4/14 12:00,5257,551,80
2012/4/14 13:00,5269,309,83
2012/4/14 14:00,5444,69,89
2012/4/14 15:00,5998,1,119
2012/4/14 16:00,6426,0,136
2012/4/14 17:00,6420,0,177
2012/4/14 18:00,6176,0,219
2012/4/14 19:00,5917,0,254
2012/4/14 20:00,5689,0,242
2012/4/14 21:00,5298,0,247
2012/4/14 22:00,4847,0,258
2012/4/14 23:00,4553,0,246
2012/4/15 0:00,4475,0,246
2012/4/15 1:00,4411,0,212
2012/4/15 2:00,4415,0,183
2012/4/15 3:00,4574,0,162
2012/4/15 4:00,5083,0,158
2012/4/15 5:00,5650,1,166
2012/4/15 6:00,5982,64,247
2012/4/15 7:00,5997,257,198
2012/4/15 8:00,5796,449,186
2012/4/15 9:00,5644,568,235
2012/4/15 10:00,5445,637,258
2012/4/15 11:00,5328,593,221
2012/4/15 12:00,5305,496,259
2012/4/15 13:00,5286,294,289
2012/4/15 14:00,5502,74,389
2012/4/15 15:00,5917,1,510
2012/4/15 16:00,6304,0,485
2012/4/15 17:00,6310,0,437
2012/4/15 18:00,6076,0,441
2012/4/15 19:00,5817,0,468
2012/4/15 20:00,5650,0,457
2012/4/15 21:00,5264,0,456
2012/4/15 22:00,4824,0,384
2012/4/15 23:00,4548,0,357
2012/4/16 0:00,4389,0,334
2012/4/16 1:00,4365,0,291
2012/4/16 2:00,4409,0,270
2012/4/16 3:00,4518,0,191
2012/4/16 4:00,5054,0,79
2012/4/16 5:00,5645,1,41
2012/4/16 6:00,5929,96,34
2012/4/16 7:00,5987,337,13
2012/4/16 8:00,5827,533,5
2012/4/16 9:00,5624,649,8
2012/4/16 10:00,5405,677,8
2012/4/16 11:00,5278,625,7
2012/4/16 12:00,5206,536,5
2012/4/16 13:00,5207,312,8
2012/4/16 14:00,5323,75,8
2012/4/16 15:00,5783,0,22
2012/4/16 16:00,6219,0,27
2012/4/16 17:00,6188,0,41
2012/4/16 18:00,5917,0,48
2012/4/16 19:00,5646,0,64
2012/4/16 20:00,5509,0,106
2012/4/16 21:00,5170,0,117
2012/4/16 22:00,4780,0,168
2012/4/16 23:00,4509,0,166
2012/4/17 0:00,4366,0,175
2012/4/17 1:00,4311,0,174
2012/4/17 2:00,4299,0,163
2012/4/17 3:00,4363,0,171
2012/4/17 4:00,4515,0,183
2012/4/17 5:00,4813,0,211
2012/4/17 6:00,5293,46,221
2012/4/17 7:00,5572,179,247
2012/4/17 8:00,5591,291,279
2012/4/17 9:00,5493,354,268
2012/4/17 10:00,5347,376,253
2012/4/17 11:00,5187,366,260
2012/4/17 12:00,5010,304,259
2012/4/17 13:00,4991,173,208
2012/4/17 14:00,5180,39,180
2012/4/17 15:00,5730,0,206
2012/4/17 16:00,6069,0,260
2012/4/17 17:00,5949,0,278
2012/4/17 18:00,5677,0,275
2012/4/17 19:00,5387,0,316
2012/4/17 20:00,5337,0,364
2012/4/17 21:00,5051,0,297
2012/4/17 22:00,4695,0,233
2012/4/17 23:00,4440,0,197
2012/4/18 0:00,4274,0,151
2012/4/18 1:00,4238,0,143
2012/4/18 2:00,4177,0,105
2012/4/18 3:00,4241,0,72
2012/4/18 4:00,4338,0,53
2012/4/18 5:00,4536,0,49
2012/4/18 6:00,5008,30,52
2012/4/18 7:00,5363,106,52
2012/4/18 8:00,5492,174,46
2012/4/18 9:00,5524,231,23
2012/4/18 10:00,5457,231,24
2012/4/18 11:00,5293,217,31
2012/4/18 12:00,5223,198,28
2012/4/18 13:00,5268,97,29
2012/4/18 14:00,5460,21,47
2012/4/18 15:00,5990,0,78
2012/4/18 16:00,6229,0,91
2012/4/18 17:00,6098,0,121
2012/4/18 18:00,5804,0,177
2012/4/18 19:00,5514,0,213
2012/4/18 20:00,5359,0,310
2012/4/18 21:00,4955,0,306
2012/4/18 22:00,4547,0,344
2012/4/18 23:00,4263,0,449
2012/4/19 0:00,4120,0,465
2012/4/19 1:00,4065,0,435
2012/4/19 2:00,4135,0,397
2012/4/19 3:00,4306,0,435
2012/4/19 4:00,4835,0,443
2012/4/19 5:00,5371,0,410
2012/4/19 6:00,5775,32,414
2012/4/19 7:00,5865,142,391
2012/4/19 8:00,5735,184,304
2012/4/19 9:00,5644,265,247
2012/4/19 10:00,5414,351,262
2012/4/19 11:00,5343,352,270
2012/4/19 12:00,5340,307,244
2012/4/19 13:00,5377,175,237
2012/4/19 14:00,5374,46,256
2012/4/19 15:00,5682,0,271
2012/4/19 16:00,6024,0,260
2012/4/19 17:00,5992,0,288
2012/4/19 18:00,5729,0,312
2012/4/19 19:00,5435,0,294
2012/4/19 20:00,5256,0,245
2012/4/19 21:00,4919,0,201
2012/4/19 22:00,4523,0,187
2012/4/19 23:00,4226,0,123
2012/4/20 0:00,4108,0,86
2012/4/20 1:00,4050,0,60
2012/4/20 2:00,4074,0,50
2012/4/20 3:00,4238,0,42
2012/4/20 4:00,4754,0,21
2012/4/20 5:00,5271,0,18
2012/4/20 6:00,5601,30,25
2012/4/20 7:00,5726,101,32
2012/4/20 8:00,5582,177,39
2012/4/20 9:00,5495,216,42
2012/4/20 10:00,5352,233,46
2012/4/20 11:00,5242,267,54
2012/4/20 12:00,5159,228,45
2012/4/20 13:00,5192,133,51
2012/4/20 14:00,5304,30,56
2012/4/20 15:00,5651,0,50
2012/4/20 16:00,5997,0,60
2012/4/20 17:00,5950,0,57
2012/4/20 18:00,5698,0,58
2012/4/20 19:00,5451,0,47
2012/4/20 20:00,5295,0,37
2012/4/20 21:00,4913,0,27
2012/4/20 22:00,4447,0,19
2012/4/20 23:00,4186,0,27
2012/4/21 0:00,4050,0,39
2012/4/21 1:00,3983,0,42
2012/4/21 2:00,4022,0,40
2012/4/21 3:00,4174,0,42
2012/4/21 4:00,4672,0,59
2012/4/21 5:00,5190,0,64
2012/4/21 6:00,5529,22,70
2012/4/21 7:00,5666,75,72
2012/4/21 8:00,5570,128,71
2012/4/21 9:00,5467,185,62
2012/4/21 10:00,5282,214,64
2012/4/21 11:00,5192,249,54
2012/4/21 12:00,5117,207,56
2012/4/21 13:00,5186,127,43
2012/4/21 14:00,5281,30,31
2012/4/21 15:00,5678,0,63
2012/4/21 16:00,6050,0,55
2012/4/21 17:00,6010,0,60
2012/4/21 18:00,5730,0,62
2012/4/21 19:00,5489,0,68
2012/4/21 20:00,5310,0,91
2012/4/21 21:00,4921,0,105
2012/4/21 22:00,4493,0,92
2012/4/21 23:00,4206,0,100
2012/4/22 0:00,4088,0,99
2012/4/22 1:00,4036,0,93
2012/4/22 2:00,4053,0,85
2012/4/22 3:00,4184,0,80
2012/4/22 4:00,4671,0,84
2012/4/22 5:00,5186,0,80
2012/4/22 6:00,5531,15,80
2012/4/22 7:00,5674,61,68
2012/4/22 8:00,5581,111,54
2012/4/22 9:00,5450,146,55
2012/4/22 10:00,5317,169,92
2012/4/22 11:00,5220,172,87
2012/4/22 12:00,5192,133,81
2012/4/22 13:00,5192,78,56
2012/4/22 14:00,5291,15,101
2012/4/22 15:00,5650,0,112
2012/4/22 16:00,5979,0,127
2012/4/22 17:00,5978,0,152
2012/4/22 18:00,5689,0,144
2012/4/22 19:00,5470,0,173
2012/4/22 20:00,5257,0,214
2012/4/22 21:00,4832,0,247
2012/4/22 22:00,4430,0,265
2012/4/22 23:00,4124,0,225
2012/4/23 0:00,4043,0,191
2012/4/23 1:00,3995,0,158
2012/4/23 2:00,4018,0,152
2012/4/23 3:00,4158,0,194
2012/4/23 4:00,4620,0,195
2012/4/23 5:00,5129,1,229
2012/4/23 6:00,5418,50,241
2012/4/23 7:00,5520,186,231
2012/4/23 8:00,5438,289,223
2012/4/23 9:00,5289,376,219
2012/4/23 10:00,5167,425,201
2012/4/23 11:00,5078,399,210
2012/4/23 12:00,5029,311,186
2012/4/23 13:00,5040,160,203
2012/4/23 14:00,5220,34,229
2012/4/23 15:00,5577,0,228
2012/4/23 16:00,5933,0,240
2012/4/23 17:00,5820,0,259
2012/4/23 18:00,5563,0,223
2012/4/23 19:00,5320,0,191
2012/4/23 20:00,5166,0,153
2012/4/23 21:00,4845,0,150
2012/4/23 22:00,4441,0,176
2012/4/23 23:00,4164,0,213
2012/4/24 0:00,4031,0,225
2012/4/24 1:00,3980,0,212
2012/4/24 2:00,3998,0,260
2012/4/24 3:00,4068,0,319
2012/4/24 4:00,4324,0,314
2012/4/24 5:00,4697,0,266
2012/4/24 6:00,5180,5,214
2012/4/24 7:00,5439,28,120
2012/4/24 8:00,5467,64,51
2012/4/24 9:00,5476,88,32
2012/4/24 10:00,5312,85,21
2012/4/24 11:00,5225,123,28
2012/4/24 12:00,5065,133,35
2012/4/24 13:00,5059,79,22
2012/4/24 14:00,5187,22,43
2012/4/24 15:00,5490,0,59
2012/4/24 16:00,5760,0,51
2012/4/24 17:00,5652,0,56
2012/4/24 18:00,5364,0,58
2012/4/24 19:00,5059,0,52
2012/4/24 20:00,4941,0,41
2012/4/24 21:00,4704,0,39
2012/4/24 22:00,4293,0,32
2012/4/24 23:00,4039,0,15
2012/4/25 0:00,3893,0,10
2012/4/25 1:00,3812,0,16
2012/4/25 2:00,3786,0,6
2012/4/25 3:00,3806,0,8
2012/4/25 4:00,3926,0,12
2012/4/25 5:00,4130,1,14
2012/4/25 6:00,4606,20,9
2012/4/25 7:00,5002,66,13
2012/4/25 8:00,5222,82,17
2012/4/25 9:00,5268,108,16
2012/4/25 10:00,5212,109,18
2012/4/25 11:00,5058,97,15
2012/4/25 12:00,4974,84,15
2012/4/25 13:00,5030,49,30
2012/4/25 14:00,5224,14,32
2012/4/25 15:00,5581,0,41
2012/4/25 16:00,5905,0,24
2012/4/25 17:00,5806,0,11
2012/4/25 18:00,5556,0,5
2012/4/25 19:00,5285,0,16
2012/4/25 20:00,5127,0,30
2012/4/25 21:00,4756,0,37
2012/4/25 22:00,4344,0,61
2012/4/25 23:00,4085,0,82
2012/4/26 0:00,3938,0,154
2012/4/26 1:00,3898,0,194
2012/4/26 2:00,3908,0,239
2012/4/26 3:00,4116,0,300
2012/4/26 4:00,4612,0,261
2012/4/26 5:00,5205,0,252
2012/4/26 6:00,5605,14,254
2012/4/26 7:00,5791,53,230
2012/4/26 8:00,5739,99,235
2012/4/26 9:00,5669,134,185
2012/4/26 10:00,5529,153,143
2012/4/26 11:00,5497,154,129
2012/4/26 12:00,5439,124,121
2012/4/26 13:00,5483,69,130
2012/4/26 14:00,5588,15,126
2012/4/26 15:00,5820,0,148
2012/4/26 16:00,6119,0,178
2012/4/26 17:00,6046,0,175
2012/4/26 18:00,5802,0,139
2012/4/26 19:00,5548,0,125
2012/4/26 20:00,5366,0,93
2012/4/26 21:00,5014,0,85
2012/4/26 22:00,4584,0,92
2012/4/26 23:00,4297,0,74
2012/4/27 0:00,4130,0,42
2012/4/27 1:00,4093,0,22
2012/4/27 2:00,4110,0,15
2012/4/27 3:00,4291,0,14
2012/4/27 4:00,4755,0,15
2012/4/27 5:00,5297,0,22
2012/4/27 6:00,5736,4,17
2012/4/27 7:00,5914,25,25
2012/4/27 8:00,5888,45,28
2012/4/27 9:00,5841,62,32
2012/4/27 10:00,5707,70,63
2012/4/27 11:00,5669,69,63
2012/4/27 12:00,5644,51,92
2012/4/27 13:00,5637,24,113
2012/4/27 14:00,5735,6,133
2012/4/27 15:00,5929,0,145
2012/4/27 16:00,6215,0,163
2012/4/27 17:00,6177,0,172
2012/4/27 18:00,5890,0,152
2012/4/27 19:00,5627,0,167
2012/4/27 20:00,5450,0,149
2012/4/27 21:00,5067,0,136
2012/4/27 22:00,4675,0,156
2012/4/27 23:00,4368,0,187
2012/4/28 0:00,4204,0,213
2012/4/28 1:00,4178,0,223
2012/4/28 2:00,4167,0,244
2012/4/28 3:00,4379,0,297
2012/4/28 4:00,4859,0,348
2012/4/28 5:00,5342,0,366
2012/4/28 6:00,5753,18,388
2012/4/28 7:00,5949,76,385
2012/4/28 8:00,5902,161,381
2012/4/28 9:00,5798,194,398
2012/4/28 10:00,5659,176,393
2012/4/28 11:00,5626,159,374
2012/4/28 12:00,5584,123,367
2012/4/28 13:00,5601,71,342
2012/4/28 14:00,5732,23,317
2012/4/28 15:00,5955,0,289
2012/4/28 16:00,6299,0,267
2012/4/28 17:00,6243,0,247
2012/4/28 18:00,5948,0,239
2012/4/28 19:00,5684,0,217
2012/4/28 20:00,5500,0,144
2012/4/28 21:00,5156,0,123
2012/4/28 22:00,4707,0,91
2012/4/28 23:00,4427,0,60
2012/4/29 0:00,4296,0,51
2012/4/29 1:00,4242,0,29
2012/4/29 2:00,4249,0,17
2012/4/29 3:00,4419,0,5
2012/4/29 4:00,4866,0,1
2012/4/29 5:00,5353,0,2
2012/4/29 6:00,5734,19,2
2012/4/29 7:00,5903,78,2
2012/4/29 8:00,5837,155,4
2012/4/29 9:00,5718,236,5
2012/4/29 10:00,5561,261,25
2012/4/29 11:00,5518,248,48
2012/4/29 12:00,5393,219,66
2012/4/29 13:00,5364,136,91
2012/4/29 14:00,5424,44,111
2012/4/29 15:00,5766,0,139
2012/4/29 16:00,6174,0,191
2012/4/29 17:00,6156,0,227
2012/4/29 18:00,5884,0,264
2012/4/29 19:00,5574,0,273
2012/4/29 20:00,5428,0,243
2012/4/29 21:00,5082,0,208
2012/4/29 22:00,4637,0,218
2012/4/29 23:00,4364,0,246
2012/4/30 0:00,4193,0,241
2012/4/30 1:00,4137,0,279
2012/4/30 2:00,4142,0,323
2012/4/30 3:00,4281,0,332
2012/4/30 4:00,4758,0,389
2012/4/30 5:00,5227,1,410
2012/4/30 6:00,5595,29,382
2012/4/30 7:00,5731,73,401
2012/4/30 8:00,5697,132,495
2012/4/30 9:00,5556,192,526
2012/4/30 10:00,5437,244,506
2012/4/30 11:00,5368,259,528
2012/4/30 12:00,5264,214,527
2012/4/30 13:00,5259,124,518
2012/4/30 14:00,5296,36,549
2012/4/30 15:00,5545,1,584
2012/4/30 16:00,5928,0,561
2012/4/30 17:00,5861,0,552
2012/4/30 18:00,5597,0,550
2012/4/30 19:00,5315,0,534
2012/4/30 20:00,5140,0,535
2012/4/30 21:00,4851,0,531
2012/4/30 22:00,4437,0,505
2012/4/30 23:00,4154,0,417
2012/5/1 0:00,4066,0,357
2012/5/1 1:00,3902,0,297
2012/5/1 2:00,3945,0,273
2012/5/1 3:00,4023,0,504
2012/5/1 4:00,4111,0,524
2012/5/1 5:00,4295,0,450
2012/5/1 6:00,4763,35,488
2012/5/1 7:00,5007,184,543
2012/5/1 8:00,5058,293,518
2012/5/1 9:00,4946,326,409
2012/5/1 10:00,4836,316,132
2012/5/1 11:00,4825,190,87
2012/5/1 12:00,4785,81,87
2012/5/1 13:00,4800,33,142
2012/5/1 14:00,5011,7,229
2012/5/1 15:00,5316,0,269
2012/5/1 16:00,5480,0,287
2012/5/1 17:00,5438,0,172
2012/5/1 18:00,5247,0,47
2012/5/1 19:00,4992,0,23
2012/5/1 20:00,4936,0,61
2012/5/1 21:00,4668,0,172
2012/5/1 22:00,4414,0,299
2012/5/1 23:00,4124,0,346
2012/5/2 0:00,3970,0,356
2012/5/2 1:00,3898,0,370
2012/5/2 2:00,3907,0,380
2012/5/2 3:00,3865,0,359
2012/5/2 4:00,3884,0,304
2012/5/2 5:00,4042,1,284
2012/5/2 6:00,4450,13,231
2012/5/2 7:00,4850,33,180
2012/5/2 8:00,5037,56,119
2012/5/2 9:00,5125,113,82
2012/5/2 10:00,5016,162,95
2012/5/2 11:00,4857,183,92
2012/5/2 12:00,4670,203,94
2012/5/2 13:00,4728,172,133
2012/5/2 14:00,4845,64,297
2012/5/2 15:00,5163,4,224
2012/5/2 16:00,5536,0,159
2012/5/2 17:00,5548,0,180
2012/5/2 18:00,5289,0,175
2012/5/2 19:00,5028,0,222
2012/5/2 20:00,4917,0,167
2012/5/2 21:00,4444,0,146
2012/5/2 22:00,4217,0,138
2012/5/2 23:00,3943,0,59
2012/5/3 0:00,3813,0,66
2012/5/3 1:00,3765,0,94
2012/5/3 2:00,3798,0,102
2012/5/3 3:00,3943,0,100
2012/5/3 4:00,4342,0,52
2012/5/3 5:00,4881,3,40
2012/5/3 6:00,5357,74,100
2012/5/3 7:00,5484,171,76
2012/5/3 8:00,5392,289,195
2012/5/3 9:00,5197,477,82
2012/5/3 10:00,5040,579,10
2012/5/3 11:00,4960,535,3
2012/5/3 12:00,4880,426,2
2012/5/3 13:00,4895,279,6
2012/5/3 14:00,5071,83,10
2012/5/3 15:00,5356,2,11
2012/5/3 16:00,5875,0,13
2012/5/3 17:00,5827,0,20
2012/5/3 18:00,5570,0,17
2012/5/3 19:00,5306,0,14
2012/5/3 20:00,5167,0,22
2012/5/3 21:00,4859,0,19
2012/5/3 22:00,4426,0,64
2012/5/3 23:00,4154,0,92
2012/5/4 0:00,4024,0,83
2012/5/4 1:00,3974,0,145
2012/5/4 2:00,3968,0,154
2012/5/4 3:00,4121,0,211
2012/5/4 4:00,4542,0,384
2012/5/4 5:00,5033,2,317
2012/5/4 6:00,5467,69,259
2012/5/4 7:00,5640,238,299
