date,load,solar,wind
2015/1/11 15:59,5950,0,1711
2015/1/11 16:59,6162,0,1746
2015/1/11 17:59,5888,0,1849
2015/1/11 18:59,5921,0,1846
2015/1/11 19:59,5476,0,1790
2015/1/11 20:59,5397,1,1729
2015/1/11 21:59,5312,8,1823
2015/1/11 22:59,6690,30,1794
2015/1/11 23:59,6415,57,1835
2015/1/12 0:59,6087,82,1770
2015/1/12 1:59,6016,96,1690
2015/1/12 2:59,5964,93,1279
2015/1/12 3:59,6289,74,787
2015/1/12 4:59,6769,44,501
2015/1/12 5:59,7328,17,540
2015/1/12 6:59,7398,3,419
2015/1/12 7:59,7519,0,345
2015/1/12 8:59,8163,0,305
2015/1/12 9:59,7990,0,341
2015/1/12 10:59,7814,0,327
2015/1/12 11:59,7616,0,357
2015/1/12 12:59,7749,0,350
2015/1/12 13:59,7512,0,295
2015/1/12 14:59,7579,0,353
2015/1/12 15:59,7741,0,362
2015/1/12 16:59,7798,0,333
2015/1/12 17:59,7297,0,332
2015/1/12 18:59,7148,0,343
2015/1/12 19:59,7028,0,281
2015/1/12 20:59,6834,0,245
2015/1/12 21:59,6920,11,237
2015/1/12 22:59,7043,43,204
2015/1/12 23:59,6696,87,149
2015/1/13 0:59,6503,126,112
2015/1/13 1:59,6221,148,190
2015/1/13 2:59,6299,141,218
2015/1/13 3:59,6887,106,361
2015/1/13 4:59,7639,58,547
2015/1/13 5:59,8537,17,586
2015/1/13 6:59,8875,1,596
2015/1/13 7:59,8835,0,608
2015/1/13 8:59,8860,0,437
2015/1/13 9:59,8676,0,339
2015/1/13 10:59,8316,0,296
2015/1/13 11:59,8128,0,281
2015/1/13 12:59,8096,0,310
2015/1/13 13:59,7914,0,312
2015/1/13 14:59,7876,0,416
2015/1/13 15:59,7835,0,406
2015/1/13 16:59,7704,0,364
2015/1/13 17:59,7179,0,377
2015/1/13 18:59,7205,0,444
2015/1/13 19:59,7082,0,455
2015/1/13 20:59,6988,0,378
2015/1/13 21:59,7115,8,337
2015/1/13 22:59,7124,32,272
2015/1/13 23:59,6850,70,223
2015/1/14 0:59,6760,103,198
2015/1/14 1:59,6642,120,199
2015/1/14 2:59,6585,110,140
2015/1/14 3:59,6816,79,139
2015/1/14 4:59,7741,42,151
2015/1/14 5:59,8667,12,236
2015/1/14 6:59,8261,1,660
2015/1/14 7:59,8452,0,629
2015/1/14 8:59,8469,0,442
2015/1/14 9:59,8323,0,273
2015/1/14 10:59,8304,0,277
2015/1/14 11:59,8082,0,598
2015/1/14 12:59,8109,0,1270
2015/1/14 13:59,7987,0,1621
2015/1/14 14:59,8147,0,1674
2015/1/14 15:59,8851,0,1533
2015/1/14 16:59,8539,0,1185
2015/1/14 17:59,7891,0,703
2015/1/14 18:59,8110,0,402
2015/1/14 19:59,7831,0,142
2015/1/14 20:59,7491,1,85
2015/1/14 21:59,7139,9,44
2015/1/14 22:59,6226,32,115
2015/1/14 23:59,6100,63,242
2015/1/15 0:59,6234,90,310
2015/1/15 1:59,6201,102,476
2015/1/15 2:59,6615,97,698
2015/1/15 3:59,7405,76,869
2015/1/15 4:59,8481,44,988
2015/1/15 5:59,8850,14,986
2015/1/15 6:59,9016,1,972
2015/1/15 7:59,9086,0,1056
2015/1/15 8:59,9208,0,1067
2015/1/15 9:59,9314,0,982
2015/1/15 10:59,8999,0,1109
2015/1/15 11:59,9090,0,1085
2015/1/15 12:59,8880,0,1085
2015/1/15 13:59,8748,0,1084
2015/1/15 14:59,9048,0,1111
2015/1/15 15:59,9189,0,1096
2015/1/15 16:59,8991,0,1083
2015/1/15 17:59,8898,0,990
2015/1/15 18:59,8568,0,906
2015/1/15 19:59,8426,0,855
2015/1/15 20:59,8293,2,621
2015/1/15 21:59,7676,12,442
2015/1/15 22:59,6988,39,307
2015/1/15 23:59,6765,81,231
2015/1/16 0:59,6734,119,117
2015/1/16 1:59,6638,138,83
2015/1/16 2:59,6742,130,74
2015/1/16 3:59,7412,96,78
2015/1/16 4:59,7975,50,82
2015/1/16 5:59,8596,13,97
2015/1/16 6:59,8737,1,261
2015/1/16 7:59,8928,0,708
2015/1/16 8:59,8976,0,882
2015/1/16 9:59,9289,0,964
2015/1/16 10:59,9002,0,1032
2015/1/16 11:59,8911,0,1138
2015/1/16 12:59,8241,0,1281
2015/1/16 13:59,8197,0,1347
2015/1/16 14:59,8478,0,1504
2015/1/16 15:59,8864,0,1552
2015/1/16 16:59,8547,0,1559
2015/1/16 17:59,8087,0,1532
2015/1/16 18:59,7714,0,1523
2015/1/16 19:59,7449,0,1610
2015/1/16 20:59,7636,1,1579
2015/1/16 21:59,6900,9,1302
2015/1/16 22:59,6626,30,940
2015/1/16 23:59,6342,58,591
2015/1/17 0:59,6230,81,246
2015/1/17 1:59,6071,88,134
2015/1/17 2:59,5924,77,127
2015/1/17 3:59,6224,55,135
2015/1/17 4:59,6447,30,169
2015/1/17 5:59,7091,8,221
2015/1/17 6:59,7575,0,314
2015/1/17 7:59,7904,0,401
2015/1/17 8:59,8004,0,447
2015/1/17 9:59,7950,0,518
2015/1/17 10:59,7569,0,507
2015/1/17 11:59,7622,0,493
2015/1/17 12:59,7011,0,416
2015/1/17 13:59,7209,0,366
2015/1/17 14:59,7318,0,404
2015/1/17 15:59,7341,0,336
2015/1/17 16:59,7612,0,351
2015/1/17 17:59,7280,0,363
2015/1/17 18:59,7294,0,298
2015/1/17 19:59,7066,0,240
2015/1/17 20:59,7098,0,219
2015/1/17 21:59,6791,7,170
2015/1/17 22:59,6536,28,130
2015/1/17 23:59,6175,57,86
2015/1/18 0:59,6069,82,75
2015/1/18 1:59,5918,95,32
2015/1/18 2:59,5916,94,28
2015/1/18 3:59,6111,76,24
2015/1/18 4:59,6310,45,40
2015/1/18 5:59,6779,14,86
2015/1/18 6:59,7125,1,88
2015/1/18 7:59,7435,0,97
2015/1/18 8:59,7795,0,68
2015/1/18 9:59,7888,0,34
2015/1/18 10:59,7746,0,19
2015/1/18 11:59,7504,0,17
2015/1/18 12:59,7309,0,16
2015/1/18 13:59,6994,0,15
2015/1/18 14:59,7087,0,15
2015/1/18 15:59,7534,0,14
2015/1/18 16:59,7421,0,12
2015/1/18 17:59,7422,0,15
2015/1/18 18:59,7162,0,19
2015/1/18 19:59,6883,0,17
2015/1/18 20:59,6910,0,23
2015/1/18 21:59,7094,5,14
2015/1/18 22:59,6131,23,4
2015/1/18 23:59,5824,48,3
2015/1/19 0:59,5472,72,2
2015/1/19 1:59,5304,85,1
2015/1/19 2:59,5580,84,2
2015/1/19 3:59,5738,70,2
2015/1/19 4:59,6436,41,1
2015/1/19 5:59,8040,12,2
2015/1/19 6:59,8442,1,7
2015/1/19 7:59,8018,0,8
2015/1/19 8:59,7672,0,8
2015/1/19 9:59,7965,0,18
2015/1/19 10:59,7450,0,22
2015/1/19 11:59,7694,0,25
2015/1/19 12:59,7653,0,37
2015/1/19 13:59,7832,0,59
2015/1/19 14:59,8113,0,91
2015/1/19 15:59,8312,0,129
2015/1/19 16:59,8309,0,182
2015/1/19 17:59,8016,0,204
2015/1/19 18:59,6750,0,222
2015/1/19 19:59,5834,0,237
2015/1/19 20:59,5494,0,236
2015/1/19 21:59,5021,3,310
2015/1/19 22:59,6656,15,381
2015/1/19 23:59,6418,33,437
2015/1/20 0:59,6234,51,528
2015/1/20 1:59,6095,64,528
2015/1/20 2:59,6342,69,554
2015/1/20 3:59,6938,60,494
2015/1/20 4:59,7732,37,302
2015/1/20 5:59,8226,11,260
2015/1/20 6:59,8555,1,256
2015/1/20 7:59,8524,0,206
2015/1/20 8:59,8545,0,160
2015/1/20 9:59,8338,0,80
2015/1/20 10:59,8262,0,46
2015/1/20 11:59,8141,0,52
2015/1/20 12:59,8148,0,56
2015/1/20 13:59,8202,0,69
2015/1/20 14:59,8279,0,106
2015/1/20 15:59,8483,0,105
2015/1/20 16:59,8572,0,95
2015/1/20 17:59,8163,0,86
2015/1/20 18:59,7844,0,101
2015/1/20 19:59,7505,0,87
2015/1/20 20:59,7443,0,91
2015/1/20 21:59,6948,11,70
2015/1/20 22:59,4553,39,32
2015/1/20 23:59,4357,76,11
2015/1/21 0:59,4022,107,17
2015/1/21 1:59,3767,126,24
2015/1/21 2:59,3970,123,27
2015/1/21 3:59,4602,96,64
2015/1/21 4:59,6310,55,113
2015/1/21 5:59,7976,17,118
2015/1/21 6:59,8613,2,180
2015/1/21 7:59,8447,0,263
2015/1/21 8:59,8058,0,341
2015/1/21 9:59,7948,0,325
2015/1/21 10:59,7726,0,343
2015/1/21 11:59,7620,0,372
2015/1/21 12:59,7706,0,438
2015/1/21 13:59,7846,0,475
2015/1/21 14:59,7934,0,470
2015/1/21 15:59,8088,0,496
2015/1/21 16:59,8475,0,484
2015/1/21 17:59,8048,0,481
2015/1/21 18:59,6841,0,458
2015/1/21 19:59,5725,0,424
2015/1/21 20:59,5867,1,381
2015/1/21 21:59,5448,9,389
2015/1/21 22:59,4884,32,435
2015/1/21 23:59,4797,62,434
2015/1/22 0:59,4713,90,421
2015/1/22 1:59,4640,110,399
2015/1/22 2:59,4589,112,448
2015/1/22 3:59,5086,89,424
2015/1/22 4:59,6371,50,428
2015/1/22 5:59,8068,14,440
2015/1/22 6:59,7862,1,374
2015/1/22 7:59,7672,0,263
2015/1/22 8:59,7739,0,216
2015/1/22 9:59,7658,0,196
2015/1/22 10:59,7919,0,161
2015/1/22 11:59,7848,0,70
2015/1/22 12:59,7685,0,24
2015/1/22 13:59,7700,0,11
2015/1/22 14:59,7780,0,9
2015/1/22 15:59,8229,0,13
2015/1/22 16:59,7784,0,25
2015/1/22 17:59,7905,0,97
2015/1/22 18:59,7589,0,238
2015/1/22 19:59,6872,0,368
2015/1/22 20:59,6574,0,541
2015/1/22 21:59,6475,10,726
2015/1/22 22:59,6104,32,937
2015/1/22 23:59,5842,63,1017
2015/1/23 0:59,5782,90,1179
2015/1/23 1:59,5602,104,1254
2015/1/23 2:59,5780,98,1379
2015/1/23 3:59,6064,76,1510
2015/1/23 4:59,6575,46,1620
2015/1/23 5:59,7585,15,1629
2015/1/23 6:59,7801,1,1615
2015/1/23 7:59,7922,0,1636
2015/1/23 8:59,8152,0,1636
2015/1/23 9:59,8151,0,1677
2015/1/23 10:59,8152,0,1728
2015/1/23 11:59,7545,0,1711
2015/1/23 12:59,7360,0,1725
2015/1/23 13:59,7075,0,1729
2015/1/23 14:59,7804,0,1693
2015/1/23 15:59,8087,0,1671
2015/1/23 16:59,7969,0,1632
2015/1/23 17:59,7587,0,1644
2015/1/23 18:59,7057,0,1674
2015/1/23 19:59,6372,0,1634
2015/1/23 20:59,6777,0,1715
2015/1/23 21:59,6348,7,1734
2015/1/23 22:59,6248,24,1755
2015/1/23 23:59,5952,46,1732
2015/1/24 0:59,6033,65,1718
2015/1/24 1:59,5792,75,1671
2015/1/24 2:59,5924,74,1612
2015/1/24 3:59,6033,59,1535
2015/1/24 4:59,6256,35,1502
2015/1/24 5:59,6747,10,1563
2015/1/24 6:59,7038,1,1620
2015/1/24 7:59,6948,0,1613
2015/1/24 8:59,6600,0,1637
2015/1/24 9:59,6594,0,1661
2015/1/24 10:59,6638,0,1699
2015/1/24 11:59,6570,0,1715
2015/1/24 12:59,6427,0,1690
2015/1/24 13:59,6496,0,1675
2015/1/24 14:59,6558,0,1697
2015/1/24 15:59,6806,0,1664
2015/1/24 16:59,6976,0,1606
2015/1/24 17:59,6776,0,1605
2015/1/24 18:59,6632,0,1589
2015/1/24 19:59,6450,0,1593
2015/1/24 20:59,6429,0,1583
2015/1/24 21:59,6174,6,1592
2015/1/24 22:59,6133,22,1606
2015/1/24 23:59,5600,42,1624
2015/1/25 0:59,5791,58,1643
2015/1/25 1:59,5517,67,1582
2015/1/25 2:59,5326,66,1571
2015/1/25 3:59,5425,54,1521
2015/1/25 4:59,5842,34,1521
2015/1/25 5:59,6238,11,1560
2015/1/25 6:59,6447,1,1607
2015/1/25 7:59,6888,0,1534
2015/1/25 8:59,6801,0,1317
2015/1/25 9:59,6966,0,1193
2015/1/25 10:59,6306,0,1252
2015/1/25 11:59,6508,0,1198
2015/1/25 12:59,6249,0,1104
2015/1/25 13:59,6304,0,1025
2015/1/25 14:59,6374,0,876
2015/1/25 15:59,6565,0,762
2015/1/25 16:59,6961,0,656
2015/1/25 17:59,7096,0,633
2015/1/25 18:59,6540,0,692
2015/1/25 19:59,6213,0,641
2015/1/25 20:59,6536,0,618
2015/1/25 21:59,6371,11,470
2015/1/25 22:59,6230,39,362
2015/1/25 23:59,6126,77,316
2015/1/26 0:59,6018,108,225
2015/1/26 1:59,5958,123,189
2015/1/26 2:59,6062,117,215
2015/1/26 3:59,6508,94,195
2015/1/26 4:59,7340,57,118
2015/1/26 5:59,8357,18,67
2015/1/26 6:59,8516,2,37
2015/1/26 7:59,8491,0,30
2015/1/26 8:59,8319,0,39
2015/1/26 9:59,8229,0,80
2015/1/26 10:59,8125,0,143
2015/1/26 11:59,8177,0,188
2015/1/26 12:59,7968,0,295
2015/1/26 13:59,7906,0,458
2015/1/26 14:59,8162,0,452
2015/1/26 15:59,8649,0,391
2015/1/26 16:59,8833,0,410
2015/1/26 17:59,8252,0,435
2015/1/26 18:59,7435,0,332
2015/1/26 19:59,6710,0,197
2015/1/26 20:59,6830,0,269
2015/1/26 21:59,6347,8,303
2015/1/26 22:59,6332,27,309
2015/1/26 23:59,6125,54,354
2015/1/27 0:59,5966,80,433
2015/1/27 1:59,5603,94,483
2015/1/27 2:59,5682,97,524
2015/1/27 3:59,6220,82,637
2015/1/27 4:59,7026,48,754
2015/1/27 5:59,7931,15,755
2015/1/27 6:59,7835,1,752
2015/1/27 7:59,7741,0,758
2015/1/27 8:59,7874,0,778
2015/1/27 9:59,8355,0,723
2015/1/27 10:59,8149,0,659
2015/1/27 11:59,7817,0,698
2015/1/27 12:59,7778,0,625
2015/1/27 13:59,7585,0,653
2015/1/27 14:59,7916,0,607
2015/1/27 15:59,8292,0,577
2015/1/27 16:59,8072,0,564
2015/1/27 17:59,7988,0,594
2015/1/27 18:59,7818,0,748
2015/1/27 19:59,7129,0,706
2015/1/27 20:59,7160,0,626
2015/1/27 21:59,6820,13,530
2015/1/27 22:59,7054,45,420
2015/1/27 23:59,6443,93,324
2015/1/28 0:59,6386,129,258
2015/1/28 1:59,6234,127,188
2015/1/28 2:59,6373,116,150
2015/1/28 3:59,6919,96,195
2015/1/28 4:59,7680,60,342
2015/1/28 5:59,8246,21,353
2015/1/28 6:59,8122,2,346
2015/1/28 7:59,8006,0,285
2015/1/28 8:59,8403,0,453
2015/1/28 9:59,8553,0,812
2015/1/28 10:59,8440,0,1242
2015/1/28 11:59,8490,0,1493
2015/1/28 12:59,8402,0,1478
2015/1/28 13:59,8100,0,1478
2015/1/28 14:59,8191,0,1634
2015/1/28 15:59,8514,0,1586
2015/1/28 16:59,8506,0,1295
2015/1/28 17:59,8040,0,1003
2015/1/28 18:59,7741,0,712
2015/1/28 19:59,6917,0,523
2015/1/28 20:59,6796,0,443
2015/1/28 21:59,6123,7,381
2015/1/28 22:59,7209,26,301
2015/1/28 23:59,6659,50,228
2015/1/29 0:59,6547,74,171
2015/1/29 1:59,6492,91,121
2015/1/29 2:59,6669,90,132
2015/1/29 3:59,6900,71,147
2015/1/29 4:59,7379,44,203
2015/1/29 5:59,7995,15,332
2015/1/29 6:59,8326,2,415
2015/1/29 7:59,8537,0,386
2015/1/29 8:59,8705,0,448
2015/1/29 9:59,8471,0,671
2015/1/29 10:59,8304,0,941
2015/1/29 11:59,8212,0,1141
2015/1/29 12:59,7707,0,1342
2015/1/29 13:59,7497,0,1461
2015/1/29 14:59,8055,0,1581
2015/1/29 15:59,8011,0,1579
2015/1/29 16:59,8019,0,1519
2015/1/29 17:59,7330,0,1445
2015/1/29 18:59,7215,0,1505
2015/1/29 19:59,6711,0,1329
2015/1/29 20:59,6826,0,1095
2015/1/29 21:59,6972,9,977
2015/1/29 22:59,6215,30,496
2015/1/29 23:59,5982,49,267
2015/1/30 0:59,5860,59,195
2015/1/30 1:59,6156,58,196
2015/1/30 2:59,6276,54,560
2015/1/30 3:59,6395,44,767
2015/1/30 4:59,7123,29,1063
2015/1/30 5:59,7730,12,1379
2015/1/30 6:59,7757,2,1388
2015/1/30 7:59,7334,0,1250
2015/1/30 8:59,7156,0,1336
2015/1/30 9:59,7220,0,1355
2015/1/30 10:59,7130,0,1286
2015/1/30 11:59,7140,0,1298
2015/1/30 12:59,7009,0,1345
2015/1/30 13:59,7200,0,1321
2015/1/30 14:59,7370,0,1136
2015/1/30 15:59,7216,0,961
2015/1/30 16:59,6898,0,578
2015/1/30 17:59,6375,0,334
2015/1/30 18:59,6400,0,337
2015/1/30 19:59,5538,0,387
2015/1/30 20:59,5701,1,354
2015/1/30 21:59,5258,11,433
2015/1/30 22:59,5800,35,415
2015/1/30 23:59,5770,71,206
2015/1/31 0:59,5663,109,56
2015/1/31 1:59,5513,127,80
2015/1/31 2:59,5768,120,152
2015/1/31 3:59,5898,89,367
2015/1/31 4:59,5949,51,388
2015/1/31 5:59,6680,18,324
2015/1/31 6:59,6701,2,224
2015/1/31 7:59,6663,0,210
2015/1/31 8:59,6034,0,178
2015/1/31 9:59,6038,0,126
2015/1/31 10:59,6452,0,101
2015/1/31 11:59,6567,0,120
2015/1/31 12:59,6233,0,117
2015/1/31 13:59,6443,0,115
2015/1/31 14:59,6465,0,131
2015/1/31 15:59,7010,0,119
2015/1/31 16:59,6654,0,89
2015/1/31 17:59,6508,0,56
2015/1/31 18:59,6361,0,56
2015/1/31 19:59,6405,0,65
2015/1/31 20:59,6125,1,63
2015/1/31 21:59,5697,11,68
2015/1/31 22:59,6396,37,51
2015/1/31 23:59,6241,72,43
2015/2/1 0:59,6126,100,19
2015/2/1 1:59,5983,112,19
2015/2/1 2:59,5966,105,24
2015/2/1 3:59,6004,82,27
2015/2/1 4:59,6076,51,36
2015/2/1 5:59,6485,20,46
2015/2/1 6:59,6888,3,37
2015/2/1 7:59,7342,0,31
2015/2/1 8:59,7590,0,47
2015/2/1 9:59,7721,0,71
2015/2/1 10:59,7495,0,71
2015/2/1 11:59,7271,0,164
2015/2/1 12:59,7107,0,345
2015/2/1 13:59,6959,0,481
2015/2/1 14:59,7106,0,421
2015/2/1 15:59,7520,0,421
2015/2/1 16:59,7786,0,465
